SPEED,TRAVEL_TIME,BOROUGH,LINK_NAME
49.7,131,Queens,TNB S Toll Plaza - Queens Anchorage
56.54,285,Queens,CIP NB GCP - TNB
0.0,0,Bronx,CBE W U/LEV AMSTERDAM AVE - I95 S EXP LNS
51.57,31,Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
41.63,362,Brooklyn,BQE N ATLANTIC AVENUE - LEONARD STREET
37.9,252,Manhattan,BQE N Atlantic Ave - MAN Bridge Manhattan Side
62.13,127,Staten Island,WSE N ARDEN AVENUE - VICTORY BLVD
57.78,96,Staten Island,SIE E CLOVE ROAD - FINGERBOARD ROAD
60.89,76,Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
55.92,127,Brooklyn,BQE S 46TH STREET - LEONARD STREET
52.81,80,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
52.19,95,Queens,LIE W 108TH ST - 84TH ST
11.18,479,Staten Island,ROUTE 169 S - MLK WALKER STREET
29.2,188,Queens,Whitestone Expwy S Exit 14 (Linden Pl) - VWE S MP8.65 (Exit 13 Northern Blvd)
57.16,49,Bronx,BWB N Toll Plaza - HRP N Lafayatte Ave
52.19,123,Queens,Whitestone Expwy N Exit 14 (Linden Pl) - BWB N Queens Anchorage
49.08,95,Brooklyn,VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL
37.9,62,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
42.87,116,Manhattan,LINCOLN TUNNEL W NORTH TUBE NY - NJ
50.33,85,Brooklyn,GOW N 92ND STREET - 7TH AVENUE
55.3,68,Queens,Belt Pkwy W 182nd St - JFK Expressway
54.05,85,Brooklyn,VNB E SI GANTRY LOWER LEVEL - BROOLKYN GANTRY LOWER LEVEL
59.03,48,Staten Island,WSE S SOUTH AVENUE - VICTORY BOULEVARD
0.0,0,Staten Island,SIE E-MLK N RICHMOND AVENUE - WALKER STREET
50.33,92,Brooklyn,VNB W BROOKLYN GANTRY UPPER LEVEL - SI GANTRY UPPER LEVEL
45.36,165,Queens,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE
47.22,56,Queens,TNB S Qns Anchorage - CIP S @ TNB
47.22,139,Queens,TNB N Queens Anchorage - Toll Plaza
65.86,49,Staten Island,WSE N VICTORY BLVD - SOUTH AVENUE
14.91,143,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
0.0,0,Staten Island,ROUTE 169 S - MLK WALKER STREET
47.84,145,Queens,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE
48.46,88,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
50.33,135,Manhattan,FDR S 63rd - 25th St
59.03,133,Staten Island,WSE N ARDEN AVENUE - VICTORY BLVD
49.7,237,Queens,CIP N LIE ramp - TNB
9.32,343,Manhattan,12th Ave N 40th - 57th St
41.63,121,Manhattan,LINCOLN TUNNEL W NORTH TUBE NY - NJ
46.6,45,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
58.4,104,Staten Island,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE
35.41,420,Brooklyn,BQE N ATLANTIC AVENUE - LEONARD STREET
0.62,2727,Manhattan,12th Ave N 40th - 57th St
34.17,282,Manhattan,BQE N Atlantic Ave - MAN Bridge Manhattan Side
58.4,101,Staten Island,SIE W FINGERBOARD ROAD - CLOVE ROAD
41.63,163,Manhattan,FDR N 25th - 63rd St
33.55,243,Queens,TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN
50.33,85,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
21.74,253,Queens,Whitestone Expwy S Exit 14 (Linden Pl) - VWE S MP8.65 (Exit 13 Northern Blvd)
46.6,92,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
35.41,433,Brooklyn,BQE S LEONARD STREET - ATLANTIC AVENUE
62.75,62,Queens,LIE WB LITTLE NECK PKWY - NB CIP
56.54,215,Queens,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave
58.4,49,Staten Island,SIE W RICHMOND AVENUE - SOUTH AVENUE
59.03,85,Staten Island,WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE
0.0,0,Manhattan,Westside Hwy N 57th St - GWB
54.68,100,Staten Island,SIE E CLOVE ROAD - FINGERBOARD ROAD
0.0,0,Brooklyn,VNB E SI GANTRY LOWER LEVEL - BROOLKYN GANTRY LOWER LEVEL
37.9,62,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
49.7,153,Staten Island,WSE S TYRELLAN AVENUE - 440 S FRANCIS STREET
28.58,187,Manhattan,11th ave n ganservoort - 12th ave @ 40th st
59.03,163,Queens,LIE WB LITTLE NECK PKWY - NB CVE
38.52,62,Manhattan,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
35.41,68,Manhattan,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
54.05,52,Bronx,HRP S Lafayette Ave - BWB S Toll Plaza
54.68,232,Brooklyn,GOW S 9TH STREET - 7TH AVENUE
39.14,174,Manhattan,FDR N 25th - 63rd St
37.9,333,Brooklyn,GOW N 7TH AVENUE - 9TH STREET
48.46,29,Staten Island,SIE W BRADLEY AVENUE - WOOLEY AVENUE
47.22,146,Queens,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd)
0.0,0,Queens,CIP NB GCP - TNB
57.16,137,Queens,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk
0.0,0,Queens,CVE NB GCP - WILLETS PT BLVD
45.36,165,Queens,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE
45.98,207,Queens,LIE WB LITTLE NECK PKWY - NB CVE
0.0,0,Staten Island,MLK S - SIE W WALKER STREET - RICHMOND AVENUE
21.12,108,Manhattan,12th Ave S 57th St - 45th St
0.0,0,Bronx,CBE W L/LE V AMSTERDAM AVE - I 95 S LOC LNS
61.51,52,Staten Island,WSE N VICTORY BLVD - SOUTH AVENUE
57.16,81,Brooklyn,VNB W BROOKLYN GANTRY LOWER LEVEL - SI GANTRY LOWER LEVEL
51.57,144,Bronx,BE N Castle Hill Avenue - Griswold Ave
3.72,1354,Manhattan,11th ave n ganservoort - 12th ave @ 40th st
54.68,215,Queens,CIP N LIE ramp - TNB
40.38,190,Staten Island,440 N FRANCIS STREET - WSE N TYRELLAN AVE
0.0,0,Staten Island,ROUTE 169 S - MLK WALKER STREET
61.51,75,Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
0.0,0,Queens,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk
55.3,134,Bronx,BE N Castle Hill Avenue - Griswold Ave
47.84,44,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
