SPEED,TRAVEL_TIME,BOROUGH,LINK_NAME
34.17,69,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
43.49,160,Staten Island,SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE
49.7,149,Bronx,BE S Griswold - Castle Hill Avenue
0.0,0,Staten Island,MLK N WALKER STREET - NJ ROUTE 169
50.95,137,Staten Island,SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE
0.0,0,Bronx,CBE E AMSTERDAM AVE(U/LVL) - MORRIS AVE
55.3,84,Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
42.25,56,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
16.77,382,Manhattan,12th ave @ 45th - 11 ave ganservoort st
0.0,0,Staten Island,SIE E-MLK N RICHMOND AVENUE - WALKER STREET
54.68,211,Queens,CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl)
49.7,193,Queens,LIE WB LITTLE NECK PKWY - NB CVE
40.38,110,Bronx,HRP N LAFAYETTE AVENUE - E TREMONT AVENUE
46.6,34,Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
54.05,102,Staten Island,SIE E CLOVE ROAD - FINGERBOARD ROAD
52.19,41,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY UPPER LEVEL - 92ND STREET
52.81,40,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
6.83,1764,Queens,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave
46.6,137,Queens,Whitestone Expwy N Exit 14 (Linden Pl) - BWB N Queens Anchorage
50.95,87,Bronx,HRP N LAFAYETTE AVENUE - E TREMONT AVENUE
49.08,51,Bronx,CBE E TAYLOR AVENUE - CASTLE HILL AVENUE
57.78,86,Staten Island,WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE
52.81,88,Brooklyn,VNB W BROOKLYN GANTRY UPPER LEVEL - SI GANTRY UPPER LEVEL
48.46,44,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
52.19,40,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
18.01,392,Queens,TBB N QUEENS ANCHORAGE - BE N
17.39,288,Queens,LIE E 84TH ST - 108TH ST
50.95,134,Manhattan,FDR S 63rd - 25th St
26.09,100,Manhattan,FDR S Catherine Slip - BKN Bridge Manhattan Side
56.54,88,Queens,LIE W 108TH ST - 84TH ST
31.68,68,Staten Island,VNB W-SIE W SI GANTRY LOWER LEVEL - FINGERBOARD ROAD
11.8,218,Manhattan,FDR S Catherine Slip - BKN Bridge Manhattan Side
0.0,0,Brooklyn,GOW N 9TH STREET - ATLANTIC AVENUE
52.81,40,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY UPPER LEVEL - 92ND STREET
