SPEED,TRAVEL_TIME,BOROUGH,LINK_NAME
49.7,61,Queens,BE S TBB EXIT RAMP - MANHATTAN LIFT SPAN
18.64,176,Manhattan,11th ave s ganservoort - west st @ spring st
51.57,89,Brooklyn,VNB W BROOKLYN GANTRY LOWER LEVEL - SI GANTRY LOWER LEVEL
22.99,295,Queens,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd)
31.06,205,Queens,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl)
53.43,180,Queens,LIE WB LITTLE NECK PKWY - NB CVE
48.46,171,Bronx,CBE E CASTLE HILL AVE - BE N WATERBURY AVE
45.98,46,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
29.82,366,Queens,CIP N Hempstead Tpk - LIE
46.6,99,Brooklyn,VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL
24.23,324,Queens,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk
37.28,64,Manhattan,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
13.04,173,Manhattan,12th Ave S 57th St - 45th St
45.36,89,Brooklyn,GOW N 9TH STREET - ATLANTIC AVENUE
8.07,1511,Queens,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave
9.32,277,Manhattan,FDR S Catherine Slip - BKN Bridge Manhattan Side
52.81,142,Staten Island,WSE N TYRELLAN AVENUE - BLOOMINGDALE ROAD
12.42,627,Queens,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk
53.43,100,Queens,VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave)
8.69,1015,Queens,VWE S MP6.39 (Exit 11 Jewel Ave) - MP4.63 (Exit 6 Jamaica Ave)
48.46,240,Queens,CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl)
44.73,60,Queens,TNB S Qns Anchorage - CIP S @ TNB
60.89,129,Staten Island,WSE N ARDEN AVENUE - VICTORY BLVD
48.46,149,Queens,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE
25.47,269,Queens,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd)
48.46,44,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
21.74,103,Manhattan,12th Ave S 57th St - 45th St
45.98,46,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
47.22,145,Queens,TNB N Queens Anchorage - Toll Plaza
49.7,93,Brooklyn,VNB W BROOKLYN GANTRY LOWER LEVEL - SI GANTRY LOWER LEVEL
50.95,130,Staten Island,SIE E BRADLEY AVENUE - CLOVE ROAD
22.36,100,Manhattan,12th Ave S 57th St - 45th St
40.38,62,Bronx,HRP S Lafayette Ave - BWB S Toll Plaza
57.78,68,Staten Island,SIE W WOOLEY AVENUE - RICHMOND AVENUE
0.0,0,Manhattan,12th Ave N 40th - 57th St
41.63,56,Staten Island,SIE E VNB E FINGERBOARD ROAD - SI GANTRY LOWER LEVEL
6.83,1246,Queens,VWE S MP6.39 (Exit 11 Jewel Ave) - MP4.63 (Exit 6 Jamaica Ave)
56.54,88,Queens,LIE W 108TH ST - 84TH ST
50.33,50,Bronx,CBE E TAYLOR AVENUE - CASTLE HILL AVENUE
50.33,152,Staten Island,440 N FRANCIS STREET - WSE N TYRELLAN AVE
17.39,263,Bronx,BWB S Toll Plaza - Queens Anchorage
45.36,164,Bronx,BE S Griswold - Castle Hill Avenue
22.36,286,Manhattan,12th ave @ 45th - 11 ave ganservoort st
52.19,143,Bronx,BE N Castle Hill Avenue - Griswold Ave
19.88,458,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
0.0,0,Staten Island,MLK N WALKER STREET - NJ ROUTE 169
3.1,2382,Bronx,CBE W L/LE V AMSTERDAM AVE - I 95 S LOC LNS
29.2,104,Queens,BE S TBB EXIT RAMP - MANHATTAN LIFT SPAN
0.0,0,Staten Island,MLK N WALKER STREET - NJ ROUTE 169
19.88,163,Manhattan,11th ave s ganservoort - west st @ spring st
43.49,106,Bronx,BWB S Toll Plaza - Queens Anchorage
54.68,115,Staten Island,WSE S BLLOMINGDALE ROAD - TYRELLAN AVENUE
60.27,100,Staten Island,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE
59.03,125,Manhattan,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
57.16,207,Queens,CIP N LIE ramp - TNB
25.47,463,Queens,CIP N LIE ramp - TNB
7.45,668,Bronx,MDE N RFK Bridge - 142nd St
14.29,374,Manhattan,11th ave n ganservoort - 12th ave @ 40th st
48.46,44,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
40.38,136,Manhattan,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
63.37,82,Staten Island,WSE S ARDEN AVENUE - BLOOMINGDALE ROAD
55.3,139,Staten Island,440 N FRANCIS STREET - WSE N TYRELLAN AVE
48.46,92,Bronx,BE S CASTLE HILL AVENUE - STRATFORD AVENUE
39.76,274,Queens,CIP N Hempstead Tpk - LIE
54.68,52,Staten Island,SIE W RICHMOND AVENUE - SOUTH AVENUE
0.0,0,Staten Island,SIE W - MLK N WOOLEY AVENUE - WLAKER STREET
45.36,158,Queens,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE
49.08,186,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
5.59,709,Bronx,MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE UPPER LEVEL
3.1,709,Bronx,CBE W CASTLE HILL AVENUE - TAYLOR AVENUE
52.81,51,Queens,TNB S Qns Anchorage - CIP S @ TNB
51.57,178,Queens,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St
27.34,347,Queens,LIE WB LITTLE NECK PKWY - NB CVE
38.52,325,Brooklyn,GOW S 9TH STREET - 7TH AVENUE
48.46,88,Bronx,CBE E AMSTERDAM AVE(U/LVL) - MORRIS AVE
47.84,97,Brooklyn,VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL
0.0,0,Staten Island,MLK S - SIE E WALKER STREET - WOOLEY AVENUE
29.82,89,Manhattan,FDR S Catherine Slip - BKN Bridge Manhattan Side
11.18,643,Manhattan,BQE N Atlantic Ave - BKN Bridge Manhattan Side
54.68,98,Queens,VWE N MP6.39 (Exit 11 Jewel Ave) - MP8.65 (Exit 13 Northern Blvd)
57.78,86,Staten Island,WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE
14.91,361,Queens,QMT W Toll Plaza - Manhattan Side
60.27,124,Bronx,BE N Castle Hill Avenue - Griswold Ave
43.49,151,Staten Island,SIE E BRADLEY AVENUE - CLOVE ROAD
32.93,150,Manhattan,LINCOLN TUNNEL W NORTH TUBE NY - NJ
49.7,94,Brooklyn,VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL
43.49,102,Bronx,HRP N LAFAYETTE AVENUE - E TREMONT AVENUE
41.01,134,Bronx,BRP N WATSON AVENUE - FORDHAM ROAD
41.01,34,Staten Island,SIE W BRADLEY AVENUE - WOOLEY AVENUE
4.97,510,Manhattan,FDR S Catherine Slip - BKN Bridge Manhattan Side
53.43,143,Staten Island,WSE S TYRELLAN AVENUE - 440 S FRANCIS STREET
41.63,51,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY UPPER LEVEL - 92ND STREET
31.06,296,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
0.0,0,Staten Island,SIE W - MLK N WOOLEY AVENUE - WLAKER STREET
59.03,156,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
55.92,98,Staten Island,SIE E CLOVE ROAD - FINGERBOARD ROAD
50.33,106,Queens,VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave)
