SPEED,TRAVEL_TIME,BOROUGH,LINK_NAME
45.36,118,Queens,VWE N MP8.64 (Exit 13 Northern Blvd) - Whitestone Expwy Exit 14 (Linden Pl)
47.22,30,Staten Island,SIE W BRADLEY AVENUE - WOOLEY AVENUE
27.96,259,Queens,BE S TBB EXIT RAMP - QUEENS ANCHORAGE
53.43,192,Manhattan,FDR S 25th St - Catherine Slip
47.22,83,Staten Island,SIE E RICHMOND AVENUE - WOOLEY AVENUE
19.88,638,Brooklyn,GOW N 7TH AVENUE - 9TH STREET
0.0,0,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
35.41,71,Bronx,CBE W CASTLE HILL AVENUE - TAYLOR AVENUE
33.55,137,Bronx,BWB S Toll Plaza - Queens Anchorage
14.91,372,Manhattan,West St S Spring St - BBT Manhattan Portal outbound
13.04,432,Manhattan,West St S Spring St - BBT Manhattan Portal outbound
56.54,138,Staten Island,WSE N ARDEN AVENUE - VICTORY BLVD
50.33,92,Brooklyn,VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL
58.4,49,Staten Island,SIE W RICHMOND AVENUE - SOUTH AVENUE
55.3,109,Staten Island,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE
11.8,490,Staten Island,SIE W FINGERBOARD ROAD - CLOVE ROAD
41.63,51,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
55.3,136,Staten Island,WSE N TYRELLAN AVENUE - BLOOMINGDALE ROAD
36.66,150,Manhattan,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
41.63,221,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
26.09,109,Bronx,HRP S Lafayette Ave - BWB S Toll Plaza
47.22,45,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY UPPER LEVEL
34.79,464,Queens,CIP NB GCP - TNB
42.25,96,Brooklyn,BQE S - GOW S ALTANTIC AVENUE - 9TH STREET
43.49,234,Manhattan,FDR S 25th St - Catherine Slip
50.33,75,Queens,Belt Pkwy W 182nd St - JFK Expressway
22.36,319,Brooklyn,BQE N LEONARD STREET - 46TH STREET
44.11,48,Staten island,VNB W-SIE W SI GANTRY UPPER LEVEL - FINGERBOARD ROAD
49.08,135,Staten Island,SIE E BRADLEY AVENUE - CLOVE ROAD
39.14,40,Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
40.38,310,Brooklyn,GOW S 9TH STREET - 7TH AVENUE
55.92,111,Staten Island,WSE S BLLOMINGDALE ROAD - TYRELLAN AVENUE
6.21,980,Manhattan,BBT E Manhattan Portal - Toll Plaza
0.0,0,Staten Island,SIE W - MLK N WOOLEY AVENUE - WLAKER STREET
14.91,174,Manhattan,BKN Bridge Manhattan Side - FDR N Catherine Slip
50.95,126,Queens,Whitestone Expwy N Exit 14 (Linden Pl) - BWB N Queens Anchorage
0.0,0,Manhattan,11th ave n ganservoort - 12th ave @ 40th st
60.27,65,Staten Island,SIE W WOOLEY AVENUE - RICHMOND AVENUE
17.39,283,Queens,LIE W 108TH ST - 84TH ST
0.0,0,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
14.29,390,Manhattan,West St S Spring St - BBT Manhattan Portal outbound
6.21,778,Queens,LIE W 108TH ST - 84TH ST
34.79,72,Bronx,HRP S Lafayette Ave - BWB S Toll Plaza
26.71,88,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
42.87,193,Bronx,CBE W U/LEV AMSTERDAM AVE - I95 S EXP LNS
42.87,53,Staten Island,SIE E VNB E FINGERBOARD ROAD - SI GANTRY LOWER LEVEL
44.73,104,Queens,BWB N Queens Anchorage - Toll Plaza
21.74,212,Bronx,BWB S Toll Plaza - Queens Anchorage
44.73,48,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY LOWER LEVEL - 92ND STREET
52.19,122,Queens,Whitestone Expwy N Exit 14 (Linden Pl) - BWB N Queens Anchorage
50.95,55,Staten Island,WSE S SOUTH AVENUE - VICTORY BOULEVARD
31.68,215,Queens,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd)
57.16,81,Bronx,BWB S Toll Plaza - Queens Anchorage
60.89,52,Staten Island,WSE N VICTORY BLVD - SOUTH AVENUE
39.76,125,Queens,LIE W 108TH ST - 84TH ST
19.26,372,Queens,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE
