SPEED,TRAVEL_TIME,BOROUGH,LINK_NAME
0.0,0,Staten Island,MLK N WALKER STREET - NJ ROUTE 169
11.18,384,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
0.0,0,Bronx,BWB N Toll Plaza - HRP N Lafayatte Ave
0.0,0,Staten Island,WSE S TYRELLAN AVENUE - 440 S FRANCIS STREET
0.0,0,Staten Island,WSE N TYRELLAN AVENUE - BLOOMINGDALE ROAD
42.25,50,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
8.69,715,Manhattan,BBT W Toll Plaza - Manhattan Portal
29.2,86,Bronx,CBE E TAYLOR AVENUE - CASTLE HILL AVENUE
0.0,0,Queens,BE S TBB EXIT RAMP - QUEENS ANCHORAGE
0.0,0,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY UPPER LEVEL - 92ND STREET
59.65,125,Bronx,BE N Castle Hill Avenue - Griswold Ave
17.39,310,Manhattan,LINCOLN TUNNEL W CENTER TUBE NY - NJ
0.62,4374,Queens,BWB N Queens Anchorage - Toll Plaza
0.0,0,Brooklyn,GOW S 9TH STREET - 7TH AVENUE
45.36,165,Queens,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE
19.88,110,Queens,CIP N ramp to TNB - TNB Queens Anchorage
43.49,54,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
0.0,0,Staten Island,WSE S VICTORY BOULEVARD - ARDEN AVENUE
51.57,83,Brooklyn,GOW N 92ND STREET - 7TH AVENUE
56.54,158,Queens,VWE N MP4.63 (Exit 6 - Jamaica Ave) - MP6.39 (Exit 11 Jewel Ave)
55.3,292,Queens,CIP NB GCP - TNB
0.0,0,Staten Island,SIE W - MLK N WOOLEY AVENUE - WLAKER STREET
0.0,0,Bronx,HRP S Lafayette Ave - BWB S Toll Plaza
0.0,0,Bronx,BRP S FORDHAM ROAD - WATSON AVENUE
52.19,75,Queens,LIE WB LITTLE NECK PKWY - NB CIP
37.28,200,Bronx,BE N Castle Hill Avenue - Griswold Ave
15.53,1278,Manhattan,Westside Hwy N 57th St - GWB
21.12,342,Manhattan,BQE N Atlantic Ave - BKN Bridge Manhattan Side
21.74,245,Manhattan,QMT E Manhattan Side - Toll Plaza
0.0,0,Queens,BE S TBB EXIT RAMP - QUEENS ANCHORAGE
0.0,0,Staten Island,WSE S TYRELLAN AVENUE - 440 S FRANCIS STREET
17.39,135,Manhattan,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
54.05,137,Bronx,BE S Griswold - Castle Hill Avenue
11.8,453,Queens,QMT W Toll Plaza - Manhattan Side
0.0,0,Bronx,BWB N Toll Plaza - HRP N Lafayatte Ave
0.0,0,Staten Island,SIE W RICHMOND AVENUE - SOUTH AVENUE
52.19,159,Bronx,CBE E CASTLE HILL AVE - BE N WATERBURY AVE
0.0,0,Staten Island,SIE W RICHMOND AVENUE - SOUTH AVENUE
12.42,937,Queens,CIP N LIE ramp - TNB
39.14,208,Queens,TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN
52.19,309,Queens,CIP NB GCP - TNB
0.0,0,Staten Island,SIE E RICHMOND AVENUE - WOOLEY AVENUE
60.27,274,Queens,CVE NB GCP - WILLETS PT BLVD
0.0,0,Staten Island,WSE N VICTORY BLVD - SOUTH AVENUE
0.0,0,Brooklyn,BQE N LEONARD STREET - 46TH STREET
0.0,0,Staten Island,SIE E VNB E FINGERBOARD ROAD - SI GANTRY UPPER LEVEL
18.64,233,Bronx,MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE UPPER LEVEL
0.0,0,Queens,TNB N Queens Anchorage - Toll Plaza
6.21,1864,Queens,CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl)
8.07,754,Manhattan,12th ave @ 45th - 11 ave ganservoort st
0.0,0,Staten Island,SIE W FINGERBOARD ROAD - CLOVE ROAD
0.0,0,Brooklyn,BQE S - GOW S ALTANTIC AVENUE - 9TH STREET
47.84,153,Manhattan,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
0.0,0,Staten Island,ROUTE 169 S - MLK WALKER STREET
47.22,94,Bronx,BE S CASTLE HILL AVENUE - STRATFORD AVENUE
44.73,153,Queens,TNB S Toll Plaza - Queens Anchorage
39.76,202,Queens,TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN
1.86,2464,Queens,BWB N Queens Anchorage - Toll Plaza
22.99,296,Queens,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd)
62.75,130,Bronx,I-87 NYST S Exit 1 - MDE S Van Cortlandt Park
7.45,807,Manhattan,12th ave @ 45th - 11 ave ganservoort st
36.03,154,Manhattan,LINCOLN TUNNEL W CENTER TUBE NY - NJ
53.43,87,Brooklyn,VNB E SI GANTRY LOWER LEVEL - BROOLKYN GANTRY LOWER LEVEL
0.0,0,Staten Island,WSE S SOUTH AVENUE - VICTORY BOULEVARD
12.42,335,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
44.11,249,Queens,CIP N Hempstead Tpk - LIE
55.3,45,Bronx,CBE E TAYLOR AVENUE - CASTLE HILL AVENUE
45.98,46,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY UPPER LEVEL
11.18,1039,Queens,CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl)
43.49,171,Queens,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE
50.95,316,Queens,CIP NB GCP - TNB
0.0,0,Staten Island,SIE E CLOVE ROAD - FINGERBOARD ROAD
41.01,122,Manhattan,LINCOLN TUNNEL W NORTH TUBE NY - NJ
44.73,87,Queens,LIE WB LITTLE NECK PKWY - NB CIP
0.0,0,Staten Island,SIE W - MLK N WOOLEY AVENUE - WLAKER STREET
31.06,349,Queens,CVE NB LIE - WILLETS PT BLVD
57.16,145,Bronx,CBE E CASTLE HILL AVE - BE N WATERBURY AVE
0.0,0,Staten Island,SIE E VNB E FINGERBOARD ROAD - SI GANTRY LOWER LEVEL
0.0,0,Staten Island,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE
0.0,0,Staten Island,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE
44.11,53,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
0.0,0,Staten Island,SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE
0.0,0,Manhattan,BQE N Atlantic Ave - MAN Bridge Manhattan Side
35.41,120,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
0.0,0,Staten Island,WSE N ARDEN AVENUE - VICTORY BLVD
0.0,0,Staten Island,WSE S TYRELLAN AVENUE - 440 S FRANCIS STREET
54.05,70,Queens,Belt Pkwy W 182nd St - JFK Expressway
0.0,0,Staten Island,SIE E VNB E FINGERBOARD ROAD - SI GANTRY UPPER LEVEL
0.0,0,Staten Island,SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE
0.0,0,Staten Island,SIE W BRADLEY AVENUE - WOOLEY AVENUE
0.0,0,Brooklyn,BQE S 46TH STREET - LEONARD STREET
22.99,312,Queens,TBB N QUEENS ANCHORAGE - BE N
16.77,756,Brooklyn,GOW N 7TH AVENUE - 9TH STREET
31.68,167,Queens,VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave)
50.95,84,Bronx,CBE E AMSTERDAM AVE(U/LVL) - MORRIS AVE
0.0,0,Staten Island,WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE
0.0,0,Staten Island,ROUTE 169 S - MLK WALKER STREET
0.0,0,Bronx,BWB S Toll Plaza - Queens Anchorage
0.0,0,Staten Island,SIE W FINGERBOARD ROAD - CLOVE ROAD
57.78,43,Bronx,CBE W CASTLE HILL AVENUE - TAYLOR AVENUE
24.23,184,Bronx,MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE LOWER LEVEL
0.0,0,Staten Island,SIE E SOUTH AVENUE - RICHMOND AVENUE
22.99,505,Queens,CIP N LIE ramp - TNB
18.64,117,Queens,CIP N ramp to TNB - TNB Queens Anchorage
0.0,0,Staten Island,SIE W BRADLEY AVENUE - WOOLEY AVENUE
30.44,213,Manhattan,BBT W Toll Plaza - Manhattan Portal
0.0,0,Bronx,BWB N Toll Plaza - HRP N Lafayatte Ave
34.17,62,Brooklyn,VNB E-GOWANUS N BROOKLYN GANTRY UPPER LEVEL - 92ND STREET
13.04,481,Manhattan,12th ave @ 45th - 11 ave ganservoort st
51.57,103,Queens,VWE N MP8.64 (Exit 13 Northern Blvd) - Whitestone Expwy Exit 14 (Linden Pl)
50.95,84,Brooklyn,GOW S 7TH AVENUE - 92ND STREET
0.0,0,Brooklyn,GOW S 9TH STREET - 7TH AVENUE
52.19,123,Queens,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl)
55.3,116,Queens,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl)
40.38,97,Queens,LIE WB LITTLE NECK PKWY - NB CIP
42.25,297,Brooklyn,GOW N 7TH AVENUE - 9TH STREET
0.0,0,Manhattan,BQE N Atlantic Ave - MAN Bridge Manhattan Side
41.01,52,Brooklyn,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
